service_request_id,service_name,title,description,requested_datetime,status
60142-2025,Brunnen verschmutzt,#60142-2025 Brunnen verschmutzt,"Brunnen läuft über, Wasser bereits auf Gehsteig . 
Mit freundlichen Grüßen 
Sabine Görner ",2025-08-19T06:11:45+02:00,open
60368-2025,Brunnen verschmutzt,#60368-2025 Brunnen verschmutzt,Das Wasser ist grün geworden und als Spielbrunnen für Kinder nicht mehr geeignet.,2025-08-22T10:22:54+02:00,open
60531-2025,Leuchte ausgefallen,#60531-2025 Leuchte ausgefallen,"Geht man die Treppen zum Arnulfsteg hinauf, so befinden sich links und rechts Handläufe unter denen LEDs angebracht sind, die die Stufen ausleuchten sollten. Auf der linken Seite funktioniert diese Beleuchtung, auf der rechten Seite ist sie jedoch schon seit langem ausgefallen.",2025-08-24T15:43:58+02:00,open
60598-2025,Leuchte ausgefallen,#60598-2025 Leuchte ausgefallen,Licht fehlt ,2025-08-25T14:57:51+02:00,open
60818-2025,Brunnen verschmutzt,#60818-2025 Brunnen verschmutzt,"Der Brunnen auf dem Bauhausplatz ist verschmutzt (siehe Foto). Außerdem ist der Brunnen nicht richtig eingestellt. Das Wasser läuft quasi aus dem Bereich des Brunnens raus und verursacht eine ""Überschwemmung"".",2025-08-28T13:04:32+02:00,open
60853-2025,Brunnen beschädigt,#60853-2025 Brunnen beschädigt,"Einer der ""Auslässe"" ist verbogen oder verschmutzt und spritzt auf den gehweg. ",2025-08-29T12:03:41+02:00,open
61334-2025,Leuchte ausgefallen,#61334-2025 Leuchte ausgefallen,Zwischen Sofiastrasse und Helsinkistrasse - in der Parkanlage - ist Mast-Nr. 8 ausgefallen. ,2025-09-05T21:15:41+02:00,open
61402-2025,Leuchte beschädigt,#61402-2025 Leuchte beschädigt,Schief,2025-09-06T20:43:42+02:00,open
61567-2025,Leuchte ausgefallen,#61567-2025 Leuchte ausgefallen,An der Frühlingsanlage oberhalb des Radwegs sind die Leuchten 16 bis 22 ausgefallen.,2025-09-08T21:50:04+02:00,open
61590-2025,Leuchte ausgefallen,#61590-2025 Leuchte ausgefallen,Von der Eylsuerstraße in den Park einbiegen. Leuchte in der ersten Linkskurve.,2025-09-09T08:38:04+02:00,closed
61638-2025,Leuchte ausgefallen,#61638-2025 Leuchte ausgefallen,Hängeleuchte komplett dunkel,2025-09-09T21:31:41+02:00,open
61756-2025,Plakat noch nicht abgebaut,#61756-2025 Plakat noch nicht abgebaut,Plakat von B90/Die Grünen mit Hinweis auf Telefonsprechstunde (spätestens Termin 25.08.). Die Veranstaltung liegt mehr als zwei Wochen zurück. Das Plakat müsste entfernt werden.,2025-09-11T19:29:00+02:00,open
61793-2025,Leuchte beschädigt,#61793-2025 Leuchte beschädigt,Leuchte wurde durch Baustelle beschädigt und fehlt seitdem komplett. Die Leuchte befindet sich an einem Zebrastreifen,2025-09-12T11:07:05+02:00,open
62058-2025,Leuchte ausgefallen,#62058-2025 Leuchte ausgefallen,Beleuchtung ausgefallen.,2025-09-15T20:54:16+02:00,open
62111-2025,Leuchte ausgefallen,#62111-2025 Leuchte ausgefallen,Fußgänger Grün Laufrichtung Oktoberfest ausgefallen an Ecke Beethovenstr. Blickrichtung Festgelände.,2025-09-16T15:47:48+02:00,open
62119-2025,Leuchte ausgefallen,#62119-2025 Leuchte ausgefallen,(2) 18,2025-09-16T16:44:47+02:00,open
62137-2025,Leuchte ausgefallen,#62137-2025 Leuchte ausgefallen,"Obwohl längst keine Baustelle mehr besteht, ist noch immer die Baustellenersatzbeleuchtung nicht zurückgebaut worden. Da diese nicht so hell ist, wäre es wünschenswert, wenn die reguläre Beleuchtung wieder aktiviert werden könnte",2025-09-16T20:39:02+02:00,open
62144-2025,Leuchte ausgefallen,#62144-2025 Leuchte ausgefallen,"Zwei Straßenlaternen sind seit mehreren Tagen defekt. Leuchten minimal , aber werden nicht hell. Leider weiß ich die Mastnummer aktuell nicht. Aber ich schicke Fotos mit.
Nr. 1: Beginn Arcisstr./Ecke Elisabethstr, Ecke vor der Schule
Nr. 2: Die nebendran Beginn Agnesstr./Ecke Arcisstr.",2025-09-16T21:26:01+02:00,open
62207-2025,Leuchte ausgefallen,#62207-2025 Leuchte ausgefallen,Hängeleuchte etwa auf Höhe Hausnummer 30 ist aus. ,2025-09-17T21:19:58+02:00,open
62275-2025,Leuchte ausgefallen,#62275-2025 Leuchte ausgefallen,In der Torgauer Str. vor Hausnummer 3 auf der linken Seite die zweite Straßenbeleuchtung (hab die Mastnummer nicht mitgenommen) leuchtet weiß oder gar nicht. Die anderen Leuchten sind orange.,2025-09-18T20:54:13+02:00,closed
62306-2025,Leuchte ausgefallen,#62306-2025 Leuchte ausgefallen,"21, am selben Mast ist eine zweite Lampe auf der Rückseite. Diese ist auch ausgefallen (also beide Köpfe)",2025-09-19T08:39:54+02:00,open
62343-2025,Leuchte beschädigt,#62343-2025 Leuchte beschädigt,"Mitten in der Unterführung im östlichen Tunnel (Fußgänger)
Lampe geht sekündlich an und aus.",2025-09-19T17:19:43+02:00,open
62410-2025,Leuchte ausgefallen,#62410-2025 Leuchte ausgefallen,Mast aus Auffahrt A95 von Neurief kommend Fahrtrichtung München,2025-09-20T22:26:29+02:00,open
62466-2025,Leuchte ausgefallen,#62466-2025 Leuchte ausgefallen,Am Gehweg neben der Saarstr. ist eine Leuchte ausgefallen. ,2025-09-21T23:11:48+02:00,open
62544-2025,Leuchte ausgefallen,#62544-2025 Leuchte ausgefallen,Straßenbeleuchtung der einen Lampe seit Tagen ausgefallen ,2025-09-22T23:31:40+02:00,open
62593-2025,Leuchte ausgefallen,#62593-2025 Leuchte ausgefallen,kein licht,2025-09-23T13:37:45+02:00,open
62619-2025,Leuchte ausgefallen,#62619-2025 Leuchte ausgefallen,11,2025-09-23T21:09:16+02:00,closed
62633-2025,Leuchte beschädigt,#62633-2025 Leuchte beschädigt,"sämtliche Strassenlaternen wurden mutwillig zerstört, Abdeckungen liegen auf dem Boden, z.T. von der Brücke abgestürzt",2025-09-24T09:47:37+02:00,open
62698-2025,Leuchte beschädigt,#62698-2025 Leuchte beschädigt,"Gesamtes Lampengehäuse heruntergefallen, Energiesparlamoe liegt am Betonsockel der Begrünungsberandung.",2025-09-25T17:55:03+02:00,open
62708-2025,Leuchte ausgefallen,#62708-2025 Leuchte ausgefallen,Auf dem Parkweg auf der Seite der Lehrer-Wirth-Schule,2025-09-25T20:50:01+02:00,closed
62765-2025,Denkmal beschädigt,#62765-2025 Denkmal beschädigt,Das grüne Pflanzenddenkmal ist an einer Stelle gebrochen (siehe Foto),2025-09-26T22:07:53+02:00,open
62875-2025,Leuchte ausgefallen,#62875-2025 Leuchte ausgefallen,Eine der Deckenleuchten in der Unterführung ist ausgefallen,2025-09-28T17:02:08+02:00,open
62945-2025,Leuchte ausgefallen,#62945-2025 Leuchte ausgefallen,Leuchtet nicht un sind stark eingewachsen,2025-09-29T16:13:54+02:00,open
63049-2025,Licht in ganzer Straße ausgefallen,#63049-2025 Licht in ganzer Straße ausgefallen,Lilienstraße und Zeppelinstraße komplett ohne Beleuchtung ,2025-09-30T22:34:09+02:00,open
63106-2025,Leuchte ausgefallen,#63106-2025 Leuchte ausgefallen,Licht funktioniert nicht,2025-10-01T21:53:01+02:00,open
63152-2025,Leuchte ausgefallen,#63152-2025 Leuchte ausgefallen,Lampe leuchtet nicht,2025-10-02T21:05:19+02:00,open
63188-2025,Brunnen verschmutzt,#63188-2025 Brunnen verschmutzt,"Laub im Brunnen, dadurch Überschwemmung",2025-10-03T17:54:30+02:00,open
63220-2025,Brunnen verschmutzt,#63220-2025 Brunnen verschmutzt,Auf Teilen der Skulptur aus aufeinander gestapelten Parkbänken hat sich ein hässlicher schwarzer Belag gebildet.,2025-10-04T13:16:02+02:00,open
63244-2025,Leuchte beschädigt,#63244-2025 Leuchte beschädigt,Gespannt Straßenlaterne an der Rüdigerstrasse Höhe Haus Nr. 1 defekt. ,2025-10-04T19:39:56+02:00,open
63374-2025,Leuchte ausgefallen,#63374-2025 Leuchte ausgefallen,Die Leuchte geht nicht. Vermutlich sind die Röhren ausgebrannt.,2025-10-06T14:11:31+02:00,open
63394-2025,Leuchte ausgefallen,#63394-2025 Leuchte ausgefallen,"Die Laterne in der Mitte der Straße ist seit einem Jahr nicht in Betrieb. Sehr gefährliche Situation für Linksabbieger, kommend von der Friedenspromenade bei Dunkelheit und Regen/Schnee. Fußgänger & Radfahrer können schlecht gesehen werden.",2025-10-06T19:39:51+02:00,open
63475-2025,Leuchte ausgefallen,#63475-2025 Leuchte ausgefallen,Das Licht geht nicht ,2025-10-08T05:54:24+02:00,closed
63539-2025,Leuchte ausgefallen,#63539-2025 Leuchte ausgefallen,Straßenbeleuchtung in der Grünanlage auf dem Fußweg zur Promenade defekt.,2025-10-08T22:08:03+02:00,closed
63590-2025,Leuchte ausgefallen,#63590-2025 Leuchte ausgefallen,Eine Leuchte auf dem Geh/Radweg ist noch (oder wieder) kaputt. Vor circa 3-4 Wochen wurden alle anderen schon repariert. Nicht so dringend. Vielen Dank! :),2025-10-09T20:34:52+02:00,closed
63600-2025,Leuchte ausgefallen,#63600-2025 Leuchte ausgefallen,4,2025-10-09T22:44:06+02:00,open
63656-2025,Leuchte ausgefallen,#63656-2025 Leuchte ausgefallen,Der Lichtmast funktioniert schon etwas länger nicht mehr.,2025-10-10T19:57:13+02:00,open
63660-2025,Leuchte ausgefallen,#63660-2025 Leuchte ausgefallen,Mast Nr. 3 komplett dunkel,2025-10-11T01:16:13+02:00,open
63712-2025,Leuchte ausgefallen,#63712-2025 Leuchte ausgefallen,"Ü be der Leonrodstraße ist eine Leuchte ausgefallen. Sie ist ca. bei Hausnummer 47, nahe der Bushaltestelle Albrechtstr. ",2025-10-11T20:33:30+02:00,open
63727-2025,Leuchte beschädigt,#63727-2025 Leuchte beschädigt,die Klappe zu den Stromkabeln war schon länger gebrochen. Jetzt ist sie komplett herausgefallen und die Stromleitungen sind frei zugänglich ,2025-10-12T09:39:28+02:00,open
63796-2025,Leuchte ausgefallen,#63796-2025 Leuchte ausgefallen,Leuchte am Mast mit Lichtsignalanlage aus.,2025-10-13T06:46:15+02:00,closed
63891-2025,Leuchte ausgefallen,#63891-2025 Leuchte ausgefallen,"Lampe wieder ohne Funktion, direkt vor der TG bzw. zwischen Parkplatz und TG. Zwischen Haus Nr. 133 u. 137.",2025-10-14T09:22:38+02:00,closed
63954-2025,Leuchte ausgefallen,#63954-2025 Leuchte ausgefallen,Lampenabdeckung bei Laterne Nr. 1 in Guerickestr. fehlt,2025-10-14T22:25:42+02:00,open
64042-2025,Leuchte ausgefallen,#64042-2025 Leuchte ausgefallen,"Beide Leuchten fehlen komplett. Es verursacht Mitten auf der großen Kreuzung sehr schlechte Sichtverhältnisse, wenn es dunkel wird. Hinzu kam noch der Nebel heute. Wenn es regnet, verschlechtert sich die Sicht noch mehr. Es ist eine große Kreuzung (viele Fußgänger, Schulkinder, Radfahrer). ",2025-10-16T07:29:01+02:00,open
64083-2025,Leuchte ausgefallen,#64083-2025 Leuchte ausgefallen,Die Lampe Nr. 4 vor Hausnummer 7 ist ausgefallen,2025-10-16T16:20:19+02:00,open
64093-2025,Leuchte ausgefallen,#64093-2025 Leuchte ausgefallen,Leuchtmittel ausgebrannt.,2025-10-16T19:02:16+02:00,open
64094-2025,Leuchte ausgefallen,#64094-2025 Leuchte ausgefallen,"Leuchtmittel ausgebrannt.
Olympiapark Bei Brücke über GEorg-Brauchle-Ring.
Mast 8",2025-10-16T19:05:04+02:00,open
64102-2025,Leuchte ausgefallen,#64102-2025 Leuchte ausgefallen,Leider konnte ich die Mastnummer nicht ermitteln. Es ist die Lampe auf der einzigen Verkehrsinsel an der Stelle mit der Ampelanlage drauf sowie mit dem einzigen Straßenschild Paul-Ehrlich-Weg. Die Markerposition ist exakt.,2025-10-16T21:55:58+02:00,open
64105-2025,Leuchte ausgefallen,#64105-2025 Leuchte ausgefallen,Am Odeonsplatz ist eine Leuchte ausgefallen. ,2025-10-16T22:42:07+02:00,open
64146-2025,Leuchte ausgefallen,#64146-2025 Leuchte ausgefallen,"Die Beleuchtung ist erneut ausgefallen.
",2025-10-17T14:18:59+02:00,closed
64304-2025,Leuchte beschädigt,#64304-2025 Leuchte beschädigt,"Lampe in Seitenstraße gegenüber U-Bahn-Aufgang (vor Firma Schönweitz Optic) leuchtet zwar, aber der Lampenkopf hängt schief kopfüber am Mast, nur noch vom Kabel gehalten.",2025-10-19T19:40:55+02:00,closed
64377-2025,Leuchte ausgefallen,#64377-2025 Leuchte ausgefallen,Von 3 Lampen funktioniert nur eine ,2025-10-20T18:57:09+02:00,open
64380-2025,Leuchte ausgefallen,#64380-2025 Leuchte ausgefallen,31,2025-10-20T19:10:15+02:00,open
64386-2025,Leuchte ausgefallen,#64386-2025 Leuchte ausgefallen,Defekt,2025-10-20T21:25:56+02:00,closed
64404-2025,Leuchte ausgefallen,#64404-2025 Leuchte ausgefallen,Leuchte neben der Litfaßsäule in der Kurve defekt Richtung Harras.,2025-10-21T08:46:09+02:00,open
64426-2025,Leuchte ausgefallen,#64426-2025 Leuchte ausgefallen,Dieser eine Lampenmast leuchtet nicht. ,2025-10-21T11:21:32+02:00,open
64478-2025,Leuchte ausgefallen,#64478-2025 Leuchte ausgefallen,Leuchte ausgefallen,2025-10-22T00:20:20+02:00,closed
64480-2025,Leuchte ausgefallen,#64480-2025 Leuchte ausgefallen, Direkt Ligsalzstr Ecke westendstr eine leuchtet ausgefallen,2025-10-22T06:40:45+02:00,open
64481-2025,Licht in ganzer Straße ausgefallen,#64481-2025 Licht in ganzer Straße ausgefallen,"In der Züricherstrasse 27 und 27a sind beide Laternen schon länger ausgefallen.
Ubahn Forstenrieder Allee, Ausgang Züricherstrasse. Ab da kein Licht!

Vielen Dank.

Viele Grüße
",2025-10-22T06:56:56+02:00,open
64508-2025,Leuchte beschädigt,#64508-2025 Leuchte beschädigt,"In der rechten Personen Unterführung des Richard Strauß Tunnels (betrachtet aus Ri. Ampfingstraße) blinkt eine Deckenbeleuchtung in der Nähe der Aufgänge zur S Bahn, schon seit mehreren Wochen im Sekunden Takt. ",2025-10-22T14:26:34+02:00,open
64537-2025,Leuchte ausgefallen,#64537-2025 Leuchte ausgefallen,"leuchtet nur noch sehr schwach, in rötlichem Farbton",2025-10-22T22:21:30+02:00,closed
64622-2025,Leuchte ausgefallen,#64622-2025 Leuchte ausgefallen,"Laternenmast 21, die untere Leuchte (Richtung Gehweg) leuchtet nicht",2025-10-24T11:55:48+02:00,closed
64623-2025,Leuchte ausgefallen,#64623-2025 Leuchte ausgefallen,"Kreuzung Freischützstraße / Robert-Heger-Straße: eine der Laternen in der Straßenmitte leuchtet nicht, Mastnummer 16",2025-10-24T12:05:17+02:00,closed
64651-2025,Leuchte ausgefallen,#64651-2025 Leuchte ausgefallen,An der Landshuter Allee ist eine Leuchte ausgefallen. ,2025-10-24T21:39:36+02:00,closed
64653-2025,Leuchte ausgefallen,#64653-2025 Leuchte ausgefallen,Lampe ausgefallen. Seilaufhängung.,2025-10-24T21:55:49+02:00,closed
64683-2025,Leuchte ausgefallen,#64683-2025 Leuchte ausgefallen,Die Straßenbeleuchtung (aufgehängt zw. Gebäuden über die Straße) auf Höhe der Baaderstraße 63 leuchtet nicht.,2025-10-25T14:00:51+02:00,open
64704-2025,Leuchte ausgefallen,#64704-2025 Leuchte ausgefallen,Leuchtmittel ausgefallen.,2025-10-26T00:25:20+02:00,closed
64829-2025,Leuchte ausgefallen,#64829-2025 Leuchte ausgefallen,Die Straßenbeleuchtung am Anfang der Zweigstraße von der Bayerstraße her und auch die danach funktioniert leider nicht. Das macht die ohnehin schon etwas unsicher erscheinende Gegend nicht sicherer…,2025-10-27T17:28:02+01:00,open
64833-2025,Leuchte ausgefallen,#64833-2025 Leuchte ausgefallen,Bei Laterne 106  vor Forstenrieder Allee 261 glimmen beide Leuchtröhren nur rötlich,2025-10-27T18:34:23+01:00,open
64835-2025,Leuchte ausgefallen,#64835-2025 Leuchte ausgefallen,Ausgefallen ,2025-10-27T20:46:16+01:00,closed
64836-2025,Leuchte ausgefallen,#64836-2025 Leuchte ausgefallen,ausgefallen ,2025-10-27T20:47:41+01:00,closed
64837-2025,Leuchte ausgefallen,#64837-2025 Leuchte ausgefallen,Ausgefallen ,2025-10-27T20:48:31+01:00,closed
64838-2025,Leuchte ausgefallen,#64838-2025 Leuchte ausgefallen,Ausgefallen ,2025-10-27T20:57:25+01:00,closed
64841-2025,Leuchte ausgefallen,#64841-2025 Leuchte ausgefallen,Beleuchtung 25 in der Baierbrunner Str. defekt,2025-10-27T21:34:11+01:00,closed
64869-2025,Leuchte ausgefallen,#64869-2025 Leuchte ausgefallen,Beleuchtung direkt bei den Fahrradabstellplätzen links neben dem Eingang zum Michaelibad ist defekt.,2025-10-28T09:55:22+01:00,closed
64912-2025,Leuchte ausgefallen,#64912-2025 Leuchte ausgefallen,Beide Leuchten sind komplett aus ,2025-10-28T17:23:12+01:00,closed
64918-2025,Leuchte ausgefallen,#64918-2025 Leuchte ausgefallen,15,2025-10-28T18:06:25+01:00,closed
64919-2025,Leuchte ausgefallen,#64919-2025 Leuchte ausgefallen,Eine Leuchtstoffröhre in der Tunneldecke ist aus,2025-10-28T18:18:55+01:00,closed
64920-2025,Leuchte ausgefallen,#64920-2025 Leuchte ausgefallen,In dieser Unterführung sind viele Leuchstoffröhren aus. Geschätzt ca. 20 bis 30 Stück. ,2025-10-28T18:27:07+01:00,open
64923-2025,Leuchte ausgefallen,#64923-2025 Leuchte ausgefallen,"Licht sehr dunkel, Gehweg kaum zu erkennen. Vmtl. Leuchtmittel defekt. Bitte bald tauschen.",2025-10-28T18:51:49+01:00,closed
64931-2025,Leuchte ausgefallen,#64931-2025 Leuchte ausgefallen,Pendelleuchte vor Hausnummer 104,2025-10-28T20:17:53+01:00,closed
64932-2025,Leuchte ausgefallen,#64932-2025 Leuchte ausgefallen,Pendelleuchte vor dem Zebrastreifen bei Hausnummer 102,2025-10-28T20:20:17+01:00,closed
64949-2025,Leuchte ausgefallen,#64949-2025 Leuchte ausgefallen,"Straßenbeleuchtung ausgefallen , Mast Nr.4",2025-10-28T22:16:24+01:00,closed
65003-2025,Leuchte ausgefallen,#65003-2025 Leuchte ausgefallen,Im Tal Mastnummer 30 ausgefallen,2025-10-29T11:59:29+01:00,open
65021-2025,Leuchte ausgefallen,#65021-2025 Leuchte ausgefallen,"Die Straßenlaterne ist defekt, weshalb es auf dem Abschnitt abends sehr duster ist. ",2025-10-29T14:20:22+01:00,closed
65024-2025,Ampel ausgefallen,#65024-2025 Ampel ausgefallen,"Die Fußgänger Ampel an der Ecke, Schleißheimer Straße und Maßmannstraße auf der Seite von Matratzen Concord leuchtet nicht rot. Grün funktioniert.",2025-10-29T14:46:50+01:00,closed
65032-2025,Leuchte ausgefallen,#65032-2025 Leuchte ausgefallen,Alfred-Ludwig-Weg sind zwei Leuchten defekt: aus Laim-kommend  Fuß-Radweg  zu den Unterführung der Abzweigung zur A94  auf der linken Seite defekt: ,2025-10-29T16:03:21+01:00,closed
65051-2025,Leuchte ausgefallen,#65051-2025 Leuchte ausgefallen,Licht aus ,2025-10-29T18:26:07+01:00,closed
65057-2025,Licht in ganzer Straße ausgefallen,#65057-2025 Licht in ganzer Straße ausgefallen,Kreuzungsbereich Licht ausgefallen,2025-10-29T19:33:15+01:00,open
65058-2025,Leuchte ausgefallen,#65058-2025 Leuchte ausgefallen,Auf einer Seite nicht in Funktion,2025-10-29T19:34:37+01:00,open
65059-2025,Leuchte ausgefallen,#65059-2025 Leuchte ausgefallen,Auf einer Seite nicht in Funktion,2025-10-29T19:34:40+01:00,open
65060-2025,Leuchte ausgefallen,#65060-2025 Leuchte ausgefallen,Auf einer Seite nicht in Funktion,2025-10-29T19:34:48+01:00,open
65072-2025,Leuchte ausgefallen,#65072-2025 Leuchte ausgefallen,Mast Nr. 79 komplett dunkel,2025-10-30T00:24:49+01:00,open
65078-2025,Leuchte ausgefallen,#65078-2025 Leuchte ausgefallen,licht aus ,2025-10-30T06:43:30+01:00,open
65089-2025,Leuchte ausgefallen,#65089-2025 Leuchte ausgefallen,"Auf dem Fußweg von der U-Bahn-Haltestelle Kieferngarten zur Bauernfeinstraße Richtung Kletterhalle Freimann, sind in der parkähnlichen Anlage bei dem Seniorenheim die Lampen 3 und 4 ausgefallen. 
Dort ist es somit sehr dunkel. ",2025-10-30T09:16:53+01:00,closed
65100-2025,Leuchte ausgefallen,#65100-2025 Leuchte ausgefallen,hängende Leuchte ausgefallen,2025-10-30T11:37:56+01:00,closed
65134-2025,Leuchte ausgefallen,#65134-2025 Leuchte ausgefallen,Eine Röhre defekt,2025-10-30T17:27:55+01:00,closed
65139-2025,Leuchte ausgefallen,#65139-2025 Leuchte ausgefallen,Eine Röhre defekt ,2025-10-30T18:18:48+01:00,closed
65140-2025,Leuchte ausgefallen,#65140-2025 Leuchte ausgefallen,Eine Röhre defekt ,2025-10-30T18:21:24+01:00,closed
65151-2025,Leuchte ausgefallen,#65151-2025 Leuchte ausgefallen,Kein Licht,2025-10-30T20:55:01+01:00,closed
65152-2025,Leuchte ausgefallen,#65152-2025 Leuchte ausgefallen,Lampe 3 war gestern 29.10. dunkel,2025-10-30T20:58:22+01:00,closed
65206-2025,Leuchte ausgefallen,#65206-2025 Leuchte ausgefallen,Leuchtmittel ausgefallen,2025-10-31T18:02:26+01:00,closed
65207-2025,Leuchte ausgefallen,#65207-2025 Leuchte ausgefallen,"Leuchtet nicht mehr so gut, nur noch rot",2025-10-31T18:03:34+01:00,closed
65212-2025,Leuchte ausgefallen,#65212-2025 Leuchte ausgefallen,Straßenlampe in der Kaulbachstraße bei Hausnummer 93a ausgefallen,2025-10-31T18:29:19+01:00,closed
65213-2025,Leuchte ausgefallen,#65213-2025 Leuchte ausgefallen,"Über dem Kreisverkehr Kaulbach/Thieme/Martiustraße ist wohl eine der beiden Leuchtröhren in der Lampe ausgefallen. Die Leuchte ist im Vergleich zu den umliegenden Lampen wesentlich dunkler und leuchtet den Platz kaum aus.
An dem Befestigungsmast ist die Mastnummer nicht mehr vorhanden.",2025-10-31T18:36:40+01:00,closed
65216-2025,Leuchte ausgefallen,#65216-2025 Leuchte ausgefallen,Beleuchtung einseitig ausgefallen.,2025-10-31T18:57:11+01:00,closed
65217-2025,Leuchte ausgefallen,#65217-2025 Leuchte ausgefallen,Beleuchtung einseitig ausgefallen.,2025-10-31T19:00:13+01:00,closed
65218-2025,Leuchte ausgefallen,#65218-2025 Leuchte ausgefallen,Beleuchtung einseitig ausgefallen.,2025-10-31T19:02:12+01:00,closed
65219-2025,Leuchte ausgefallen,#65219-2025 Leuchte ausgefallen,Beleuchtung einseitig ausgefallen.,2025-10-31T19:04:45+01:00,open
65222-2025,Leuchte ausgefallen,#65222-2025 Leuchte ausgefallen,"München, Hildegard-Hamm-Brücher-Str.
Leuchte Nähe Bodenseestr. 340 ausgefallen.",2025-10-31T19:43:50+01:00,open
